@RELATION interest

@ATTRIBUTE previousWord3 string
@ATTRIBUTE previousWord3_type string
@ATTRIBUTE previousWord2 string
@ATTRIBUTE previousWord2_type string
@ATTRIBUTE previousWord1 string
@ATTRIBUTE previousWord1_type string
@ATTRIBUTE nextWord1 string
@ATTRIBUTE nextWord1_type string
@ATTRIBUTE nextWord2 string
@ATTRIBUTE nextWord2_type string
@ATTRIBUTE nextWord3 string
@ATTRIBUTE nextWord3_type string
@ATTRIBUTE class {1,2,3,4,5,6}

@DATA
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,with,IN,NULL,NULL,4
have,VB,NULL,NULL,any,DT,NULL,NULL,in,IN,acquiring,VBG,1
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,6
NULL,NULL,the,DT,average,JJ,rate,NN,NULL,NULL,on,IN,6
only,RB,are,VBP,NULL,NULL,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,as,IN,NULL,NULL,rates,NNS,NULL,NULL,climbed,VBD,6
NULL,NULL,their,'PP\S',own,JJ,NULL,NULL,face,VBP,NULL,NULL,4
happen,VB,to,TO,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
will,MD,keep,VB,NULL,NULL,rates,NNS,NULL,NULL,from,IN,6
later,RB,if,IN,NULL,NULL,rates,NNS,NULL,NULL,fall,VBP,6
less,JJR,in,IN,NULL,NULL,NULL,NULL,than,IN,NULL,NULL,6
NULL,NULL,think,VBP,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
25X77,AB,NULL,NULL,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
banks,NNS,NULL,NULL,base,NN,rates,NNS,NULL,NULL,will,MD,6
has,VBZ,raised,VBN,NULL,NULL,rates,NNS,NULL,NULL,times,NNS,6
reiterated,VBD,that,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
to,TO,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,again,RB,6
as,IN,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,could,MD,6
to,TO,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,annualized,VBN,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
NULL,NULL,the,DT,promised,VBN,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,for,IN,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
domestic,JJ,cellular,JJ,telephone,NN,NULL,NULL,with,IN,NULL,NULL,5
venice,NP,magistrate,NN,'\'s',POS,NULL,NULL,was,VBD,understandable,JJ,1
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,a,DT,lower,JJR,rate,NN,NULL,NULL,but,CC,6
of,IN,NULL,NULL,which,WDT,NULL,NULL,will,MD,be,VB,6
NULL,NULL,pay,VBP,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,6
to,TO,allow,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,seem,VBP,6
on,IN,NULL,NULL,overdue,JJ,payments,NNS,NULL,NULL,NULL,NULL,6
behind,IN,on,IN,NULL,NULL,payments,NNS,NULL,NULL,to,TO,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,NULL,NULL,according,VBG,6
in,IN,NULL,NULL,its,'PP\S',payments,NNS,NULL,NULL,X,X,6
of,IN,NULL,NULL,special,JJ,magazines,NNS,NULL,NULL,X,X,3
law,NN,firms,NNS,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
bank,NN,'\'s',POS,long-term,JJ,NULL,NULL,in,IN,NULL,NULL,4
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,was,VBD,never,RB,4
sold,VBD,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,about,IN,5
NULL,NULL,a,DT,euroyen,NP,rate,NN,futures,NNS,contract,NN,6
NULL,NULL,expressed,VBD,NULL,NULL,NULL,NULL,in,IN,buying,VBG,1
and,CC,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,5
lower,JJR,short-term,JJ,domestic,JJ,rates,NNS,NULL,NULL,and,CC,6
and,CC,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
receive,VB,NULL,NULL,buying,NN,NULL,NULL,following,VBG,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
continued,VBD,NULL,NULL,lively,JJ,NULL,NULL,from,IN,NULL,NULL,1
NULL,NULL,in,IN,NULL,NULL,rate,NN,speculation,NN,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rate,NN,concerns,NNS,NULL,NULL,6
NULL,NULL,higher,JJR,european,JJ,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,certain,JJ,other,JJ,NULL,NULL,X,X,NULL,NULL,5
to,TO,NULL,NULL,minority,NN,NULL,NULL,NULL,NULL,jumped,VBD,5
NULL,NULL,NULL,NULL,voting,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,is,VBZ,building,VBG,1
NULL,NULL,the,DT,public,JJ,NULL,NULL,has,VBZ,been,VBN,4
might,MD,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,uXsX,NP,inflation-adjusted,JJ,rates,NNS,NULL,NULL,are,VBP,6
by,IN,NULL,NULL,lowering,VBG,rates,NNS,NULL,NULL,clearly,RB,6
raise,VB,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,and,CC,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,its,'PP\S',snack-food,NN,NULL,NULL,X,X,NULL,NULL,5
is,VBZ,growing,VBG,NULL,NULL,NULL,NULL,among,IN,NULL,NULL,1
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,it,PP,5
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,for,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,foreign,JJ,buying,NN,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,NULL,NULL,emerging,VBG,NULL,NULL,in,IN,NULL,NULL,1
show,VB,NULL,NULL,strong,JJ,NULL,NULL,for,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
will,MD,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,sometime,RB,6
expressed,VBN,NULL,NULL,an,DT,NULL,NULL,in,IN,buying,VBG,1
said,VBD,NULL,NULL,the,DT,NULL,NULL,that,IN,NULL,NULL,1
maintain,VBP,NULL,NULL,their,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,5
a,DT,beautiful,JJ,love,NN,NULL,NULL,for,IN,NULL,NULL,3
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,except,IN,NULL,NULL,payments,NNS,NULL,NULL,NULL,NULL,6
to,TO,meet,VB,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
NULL,NULL,north,JJ,american,JJ,NULL,NULL,and,CC,NULL,NULL,4
and,CC,NULL,NULL,marketing,NN,NULL,NULL,X,X,NULL,NULL,5
bring,VB,down,RP,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,6
on,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,a,DT,healthy,JJ,rate,NN,NULL,NULL,on,IN,6
NULL,NULL,their,'PP\S',possible,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,the,DT,social,JJ,NULL,NULL,to,TO,stop,VB,4
a,DT,NULL,NULL,NULL,NULL,rate,NN,NULL,NULL,on,IN,6
consumer,NN,'\'s',POS,best,JJS,NULL,NULL,X,X,NULL,NULL,4
could,MD,resume,VB,NULL,NULL,payments,NNS,NULL,NULL,if,IN,6
of,IN,NULL,NULL,local,JJ,NULL,NULL,in,IN,NULL,NULL,4
that,IN,NULL,NULL,local,JJ,NULL,NULL,receive,VBP,NULL,NULL,4
NULL,NULL,any,DT,financial,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,a,DT,below-market,JJ,rate,NN,NULL,NULL,or,CC,6
NULL,NULL,the,DT,high,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
nonetheless,RB,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,remain,VBP,6
NULL,NULL,without,IN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
acquire,VB,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,the,DT,most,JJS,NULL,NULL,from,IN,NULL,NULL,1
has,VBZ,sparked,VBN,NULL,NULL,NULL,NULL,from,IN,NULL,NULL,1
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,a,DT,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,and,CC,NULL,NULL,payments,NNS,NULL,NULL,do,VBP,6
to,TO,cut,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
on,RP,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,shareholders,NNS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
compounding,NN,of,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,other,JJ,film,NN,NULL,NULL,in,IN,NULL,NULL,5
but,CC,NULL,NULL,unpaid,JJ,NULL,NULL,to,TO,NULL,NULL,6
widespread,JJ,that,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
expect,VBP,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
that,DT,high,JJ,uXsX,NP,rates,NNS,NULL,NULL,are,VBP,6
predicting,VBG,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,over,IN,6
expect,VBP,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,is,VBZ,6
drive,VB,up,RP,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,fear,VBP,NULL,NULL,rates,NNS,NULL,NULL,have,VBP,6
right,JJ,that,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
of,IN,NULL,NULL,the,DT,NULL,NULL,shown,VBN,X,X,1
and,CC,NULL,NULL,employee,NN,NULL,NULL,X,X,NULL,NULL,4
to,TO,pay,VB,NULL,NULL,due,JJ,septX,NP,NULL,NULL,6
pooling,NN,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
NULL,NULL,a,DT,controlling,JJ,NULL,NULL,and,CC,implement,VB,5
exhibited,VBD,NULL,NULL,exceptional,JJ,NULL,NULL,in,IN,helping,VBG,1
NULL,NULL,lowered,VBD,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,lowered,VBD,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
to,TO,cut,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,of,IN,NULL,NULL,rate,NN,changes,NNS,NULL,NULL,6
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
of,IN,NULL,NULL,beneficial,JJ,NULL,NULL,NULL,NULL,via,IN,5
senior,JJ,limited,NP,partnership,NP,NULL,NULL,NULL,NULL,via,IN,5
NULL,NULL,NULL,NULL,voting,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,last,JJ,month,NN,NULL,NULL,6
of,IN,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
its,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,the,DT,equity,NN,NULL,NULL,NULL,NULL,he,PP,5
NULL,NULL,NULL,NULL,investor,NN,NULL,NULL,in,IN,NULL,NULL,1
raised,VBN,NULL,NULL,the,DT,rates,NNS,NULL,NULL,on,IN,6
NULL,NULL,NULL,NULL,investor,NN,NULL,NULL,was,VBD,mainly,RB,1
and,CC,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
by,IN,NULL,NULL,keeping,VBG,rates,NNS,NULL,NULL,high,JJ,6
NULL,NULL,the,DT,national,JJ,NULL,NULL,and,CC,concentrating,VBG,4
NULL,NULL,long,RB,entrenched,VBN,NULL,NULL,NULL,NULL,NULL,NULL,4
NULL,NULL,west,JJ,german,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
up,RP,NULL,NULL,market,NN,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,west,JJ,german,JJ,rates,NNS,NULL,NULL,are,VBP,6
purchased,VBD,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
protect,VB,NULL,NULL,their,'PP\S',NULL,NULL,X,X,NULL,NULL,4
to,TO,NULL,NULL,minority,NN,NULL,NULL,rose,VBD,NULL,NULL,5
to,TO,let,VB,NULL,NULL,rates,NNS,NULL,NULL,fall,VB,6
pushed,VBD,up,RP,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
to,TO,NULL,NULL,minority,NN,NULL,NULL,nearly,RB,tripled,VBD,5
at,IN,NULL,NULL,the,DT,rate,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,can,MD,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,and,CC,never,RB,6
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,engineering,NN,5
NULL,NULL,their,'PP\S',own,JJ,NULL,NULL,to,TO,have,VB,4
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
to,TO,generate,VB,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
said,VBD,NULL,NULL,retail,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
through,IN,NULL,NULL,rising,VBG,rates,NNS,NULL,NULL,during,IN,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,including,VBG,NULL,NULL,5
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,NULL,NULL,supreme,NN,NULL,NULL,NULL,NULL,may,MD,4
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,for,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,slipped,VBD,to,TO,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,reached,VBD,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,is,VBZ,NULL,NULL,5
in,IN,NULL,NULL,short,JJ,NULL,NULL,bullish,JJ,because,IN,5
in,IN,NULL,NULL,short,JJ,NULL,NULL,of,IN,NULL,NULL,5
big,NP,board,NP,short,JJ,ratio,NN,NULL,NULL,rose,VBD,5
the,DT,total,JJ,short,JJ,position,NN,NULL,NULL,X,X,5
in,IN,NULL,NULL,short,JJ,volume,NN,NULL,NULL,was,VBD,5
NULL,NULL,a,DT,short,JJ,position,NN,NULL,NULL,of,IN,5
NULL,NULL,a,DT,special,JJ,NULL,NULL,in,IN,NULL,NULL,1
to,TO,NULL,NULL,minority,NN,NULL,NULL,rose,VBD,NULL,NULL,5
NULL,NULL,high,JJ,uXkX,NP,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
NULL,NULL,its,'PP\S',net,JJ,expenses,NNS,NULL,NULL,were,VBD,6
below-market,JJ,6X25,AB,NULL,NULL,rate,NN,NULL,NULL,X,X,6
NULL,NULL,outrank,VBP,NULL,NULL,rates,NNS,NULL,NULL,as,IN,6
voters,NNS,NULL,NULL,wide,JJ,NULL,NULL,are,VBP,'n\'t',RB,3
NULL,NULL,NULL,NULL,minority,NN,NULL,NULL,NULL,NULL,preferred,VBN,5
company,NN,'\'s',POS,long-term,JJ,NULL,NULL,to,TO,remain,VB,4
ford,NP,motor,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
to,TO,stir,VB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
federal,NP,reserve,NP,lower,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,their,'PP\S',own,JJ,rates,NNS,NULL,NULL,at,IN,6
and,CC,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,remained,VBD,6
NULL,NULL,on,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
announced,VBD,NULL,NULL,its,'PP\S',NULL,NULL,earlier,RBR,NULL,NULL,1
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,then,RB,5
NULL,NULL,painewebber,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,with,IN,4
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,should,MD,arise,VB,4
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
to,TO,pay,VB,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
leave,VB,NULL,NULL,german,JJ,rates,NNS,NULL,NULL,unchanged,JJ,6
raise,VB,NULL,NULL,german,JJ,rates,NNS,NULL,NULL,before,IN,6
domestic,JJ,cellular,JJ,telephone,NN,NULL,NULL,with,IN,NULL,NULL,5
left,VBD,NULL,NULL,important,JJ,rates,NNS,NULL,NULL,unchanged,JJ,6
eventually,RB,push,VB,NULL,NULL,rates,NNS,NULL,NULL,higher,JJR,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,indicated,VBN,NULL,NULL,1
from,IN,NULL,NULL,the,DT,NULL,NULL,credited,VBN,by,IN,6
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
the,DT,very,RB,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
has,VBZ,missed,VBN,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
larger,JJR,and,CC,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,on,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
and,CC,cut,VB,NULL,NULL,expense,NN,NULL,NULL,NULL,NULL,6
big,NP,board,NP,short,JJ,NULL,NULL,fell,VBD,NULL,NULL,5
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,X,X,NULL,NULL,5
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,the,DT,common,JJ,NULL,NULL,of,IN,NULL,NULL,4
at,IN,NULL,NULL,what,WDT,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,a,DT,one-third,JJ,NULL,NULL,in,IN,NULL,NULL,5
also,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,whose,'WP\S',NULL,NULL,in,IN,NULL,NULL,5
generate,VB,NULL,NULL,wide,JJ,NULL,NULL,because,IN,NULL,NULL,1
support,VB,NULL,NULL,our,'PP\S',NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,consumers,NNS,NULL,NULL,NULL,NULL,in,IN,getting,VBG,4
and,CC,NULL,NULL,their,'PP\S',NULL,NULL,in,IN,seeing,VBG,4
NULL,NULL,and,CC,NULL,NULL,rates,NNS,NULL,NULL,threaten,VBP,6
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,its,'PP\S',NULL,NULL,to,TO,NULL,NULL,5
by,IN,NULL,NULL,divergent,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,the,DT,rate,NN,NULL,NULL,on,IN,6
NULL,NULL,lower,JJR,nominal,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,their,'PP\S',possible,JJ,NULL,NULL,in,IN,NULL,NULL,1
acquired,VBD,controlling,VBG,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,or,CC,NULL,NULL,4
of,IN,NULL,NULL,general,JJ,NULL,NULL,from,IN,NULL,NULL,2
by,IN,NULL,NULL,sending,VBG,rates,NNS,NULL,NULL,soaring,VBG,6
at,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,a,DT,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
to,TO,cap,VB,NULL,NULL,deductions,NNS,NULL,NULL,for,IN,6
NULL,NULL,high,JJ,lbo,NP,costs,NNS,NULL,NULL,X,X,6
NULL,NULL,plus,CC,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
NULL,NULL,the,DT,equity,NN,NULL,NULL,will,MD,result,VB,5
will,MD,boost,VB,NULL,NULL,rates,NNS,today,NN,NULL,NULL,6
justify,VBP,NULL,NULL,an,DT,rate,NN,increase,NN,NULL,NULL,6
its,'PP\S',own,JJ,peculiar,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,pay,VBP,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
making,VBG,NULL,NULL,its,'PP\S',payments,NNS,NULL,NULL,unless,IN,6
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,often,RB,6
sell,VB,NULL,NULL,its,'PP\S',NULL,NULL,to,TO,NULL,NULL,5
selling,VBG,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,expressed,VBD,NULL,NULL,NULL,NULL,in,IN,buying,VBG,1
and,CC,NULL,NULL,american,JJ,NULL,NULL,to,TO,scare,VB,5
NULL,NULL,all,DT,uXsX,NP,NULL,NULL,in,IN,NULL,NULL,5
in,RP,NULL,NULL,enormous,JJ,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,plus,CC,NULL,NULL,payments,NNS,NULL,NULL,NULL,NULL,6
plus,CC,accrued,VBN,NULL,NULL,NULL,NULL,NULL,NULL,would,MD,6
and,CC,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,discouraged,VBD,6
NULL,NULL,further,JJ,buying,NN,NULL,NULL,NULL,NULL,NULL,NULL,1
of,IN,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
also,RB,attracted,VBN,NULL,NULL,NULL,NULL,because,IN,of,IN,1
NULL,NULL,active,JJ,institutional,JJ,NULL,NULL,X,X,NULL,NULL,1
auto,NN,maker,NN,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
of,IN,NULL,NULL,an,DT,rate,NN,increase,NN,NULL,NULL,6
will,MD,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,massive,JJ,japanese,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,the,DT,major,JJ,NULL,NULL,was,VBD,coming,VBG,1
NULL,NULL,NULL,NULL,the,DT,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
pulled,VBD,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,down,RP,6
NULL,NULL,lower,JJR,uXsX,NP,rates,NNS,NULL,NULL,would,MD,6
NULL,NULL,our,'PP\S',sole,JJ,NULL,NULL,is,VBZ,NULL,NULL,3
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
meet,VB,NULL,NULL,its,'PP\S',payments,NNS,NULL,NULL,on,IN,6
a,DT,6X25,AB,NULL,NULL,rate,NN,NULL,NULL,X,X,6
NULL,NULL,plus,CC,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
and,CC,NULL,NULL,industrial,JJ,NULL,NULL,in,IN,NULL,NULL,5
easing,NN,of,IN,NULL,NULL,rates,NNS,NULL,NULL,by,IN,6
NULL,NULL,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,also,RB,6
to,TO,discuss,VB,NULL,NULL,rates,NNS,NULL,NULL,at,IN,6
plus,CC,accrued,VBN,NULL,NULL,NULL,NULL,to,TO,NULL,NULL,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
protect,VB,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
NULL,NULL,three,AB,special,JJ,magazines,NNS,NULL,NULL,NULL,NULL,3
the,DT,related,VBN,special,JJ,magazines,NNS,NULL,NULL,NULL,NULL,3
his,'PP\S',own,JJ,business,NN,NULL,NULL,X,X,NULL,NULL,3
and,CC,meet,VB,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
with,IN,NULL,NULL,current,JJ,bonds,NNS,due,JJ,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,the,DT,current,JJ,serial,JJ,bonds,NNS,NULL,NULL,6
NULL,NULL,NULL,NULL,current,JJ,term,NN,bonds,NNS,NULL,NULL,6
stopped,VBN,NULL,NULL,paying,VBG,NULL,NULL,NULL,NULL,NULL,NULL,6
and,CC,NULL,NULL,minority,NN,NULL,NULL,advanced,VBD,NULL,NULL,5
sharply,RB,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,and,CC,6
by,IN,NULL,NULL,raising,VBG,rates,NNS,NULL,NULL,X,X,6
began,VBD,nudging,VBG,NULL,NULL,rates,NNS,NULL,NULL,down,IN,6
and,CC,NULL,NULL,minority,NN,NULL,NULL,NULL,NULL,or,CC,5
NULL,NULL,very,RB,low,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,helping,VBG,1
NULL,NULL,calmat,NP,'\'s',POS,NULL,NULL,include,VBP,NULL,NULL,5
its,'PP\S',67X7,AB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,brewing,NN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,5
customers,NNS,NULL,NULL,best,JJS,NULL,NULL,NULL,NULL,by,IN,4
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
narrowly,RB,focused,VBN,NULL,NULL,NULL,NULL,find,VBP,NULL,NULL,3
